,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
4249,Synset('listen.v.01'),Synset('listen.v.02'),Synset('heed.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,Synset('listen.v.01'),Synset('listen.v.02'),Synset('heed.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,Synset('liter.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,Synset('liter.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,Synset('liter.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,Synset('little.n.01'),Synset('small.a.01'),Synset('little.a.02'),Synset('little.s.03'),Synset('fiddling.s.01'),Synset('little.s.05'),Synset('short.a.03'),Synset('little.s.07'),Synset('little.s.08'),Synset('little.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,Synset('little.n.01'),Synset('small.a.01'),Synset('little.a.02'),Synset('little.s.03'),Synset('fiddling.s.01'),Synset('little.s.05'),Synset('short.a.03'),Synset('little.s.07'),Synset('little.s.08'),Synset('little.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,Synset('populate.v.01'),Synset('live.v.02'),Synset('survive.v.01'),Synset('exist.v.02'),Synset('be.v.11'),Synset('know.v.05'),Synset('live.v.07'),Synset('live.a.01'),Synset('live.a.02'),Synset('alive.a.01'),Synset('live.s.04'),Synset('live.s.05'),Synset('bouncy.s.01'),Synset('live.s.07'),Synset('live.s.08'),Synset('live.s.09'),Synset('hot.s.20'),Synset('alive.s.07'),Synset('live.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,Synset('support.n.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,Synset('support.n.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,Synset('support.n.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,Synset('lizard.n.01'),Synset('lounge_lizard.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,Synset('lizard.n.01'),Synset('lounge_lizard.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,Synset('loan.n.01'),Synset('loanword.n.01'),Synset('lend.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,Synset('local.n.01'),Synset('local_anesthetic.n.01'),Synset('local.a.01'),Synset('local.a.02'),Synset('local.a.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,Synset('local.n.01'),Synset('local_anesthetic.n.01'),Synset('local.a.01'),Synset('local.a.02'),Synset('local.a.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,Synset('lock.n.01'),Synset('lock.n.02'),Synset('lock.n.03'),Synset('lock.n.04'),Synset('lock.n.05'),Synset('lock.n.06'),Synset('lock.v.01'),Synset('engage.v.10'),Synset('lock.v.03'),Synset('lock.v.04'),Synset('interlock.v.03'),Synset('lock.v.06'),Synset('lock_in.v.02'),Synset('lock.v.08'),Synset('lock.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,Synset('lock.n.01'),Synset('lock.n.02'),Synset('lock.n.03'),Synset('lock.n.04'),Synset('lock.n.05'),Synset('lock.n.06'),Synset('lock.v.01'),Synset('engage.v.10'),Synset('lock.v.03'),Synset('lock.v.04'),Synset('interlock.v.03'),Synset('lock.v.06'),Synset('lock_in.v.02'),Synset('lock.v.08'),Synset('lock.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,Synset('lock.n.01'),Synset('lock.n.02'),Synset('lock.n.03'),Synset('lock.n.04'),Synset('lock.n.05'),Synset('lock.n.06'),Synset('lock.v.01'),Synset('engage.v.10'),Synset('lock.v.03'),Synset('lock.v.04'),Synset('interlock.v.03'),Synset('lock.v.06'),Synset('lock_in.v.02'),Synset('lock.v.08'),Synset('lock.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,Synset('cabinet.n.03'),Synset('locker.n.02'),Synset('footlocker.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,Synset('logic.n.01'),Synset('logic.n.02'),Synset('logic.n.03'),Synset('logic.n.04'),Synset('logic.n.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,Synset('ice_lolly.n.01'),Synset('lollipop.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,Synset('alone.s.02'),Synset('lonely.s.02'),Synset('lone.s.02'),Synset('lonely.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,Synset('hanker.v.01'),Synset('long.a.01'),Synset('long.a.02'),Synset('long.s.03'),Synset('retentive.a.01'),Synset('long.a.05'),Synset('long.a.06'),Synset('long.s.07'),Synset('farseeing.s.02'),Synset('long.s.09'),Synset('long.r.01'),Synset('long.r.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,Synset('hanker.v.01'),Synset('long.a.01'),Synset('long.a.02'),Synset('long.s.03'),Synset('retentive.a.01'),Synset('long.a.05'),Synset('long.a.06'),Synset('long.s.07'),Synset('farseeing.s.02'),Synset('long.s.09'),Synset('long.r.01'),Synset('long.r.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,Synset('longitude.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,Synset('expression.n.01'),Synset('look.n.02'),Synset('look.n.03'),Synset('spirit.n.02'),Synset('look.v.01'),Synset('look.v.02'),Synset('look.v.03'),Synset('search.v.02'),Synset('front.v.01'),Synset('attend.v.02'),Synset('look.v.07'),Synset('expect.v.03'),Synset('look.v.09'),Synset('count.v.08'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,Synset('free.v.01'),Synset('unleash.v.03'),Synset('loosen.v.01'),Synset('loosen.v.07'),Synset('loose.a.01'),Synset('loose.s.02'),Synset('loose.a.03'),Synset('informal.s.02'),Synset('free.s.09'),Synset('lax.s.04'),Synset('unaffixed.a.01'),Synset('loose.s.08'),Synset('loose.s.09'),Synset('idle.s.05'),Synset('loose.s.11'),Synset('at_large.s.01'),Synset('easy.s.10'),Synset('loose.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,Synset('lorry.n.01'),Synset('lorry.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,Synset('lorry.n.01'),Synset('lorry.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,Synset('lorry.n.01'),Synset('lorry.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,Synset('lose.v.01'),Synset('lose.v.02'),Synset('lose.v.03'),Synset('misplace.v.01'),Synset('lose.v.05'),Synset('lose.v.06'),Synset('lose.v.07'),Synset('lose.v.08'),Synset('fall_back.v.04'),Synset('miss.v.01'),Synset('suffer.v.11'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,Synset('lose.v.01'),Synset('lose.v.02'),Synset('lose.v.03'),Synset('misplace.v.01'),Synset('lose.v.05'),Synset('lose.v.06'),Synset('lose.v.07'),Synset('lose.v.08'),Synset('fall_back.v.04'),Synset('miss.v.01'),Synset('suffer.v.11'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,Synset('lotus.n.01'),Synset('lotus.n.02'),Synset('lotus.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,Synset('lotus.n.01'),Synset('lotus.n.02'),Synset('lotus.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,Synset('loud.a.01'),Synset('brassy.s.02'),Synset('forte.a.01'),Synset('loudly.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,Synset('love.n.01'),Synset('love.n.02'),Synset('beloved.n.01'),Synset('love.n.04'),Synset('love.n.05'),Synset('sexual_love.n.02'),Synset('love.v.01'),Synset('love.v.02'),Synset('love.v.03'),Synset('sleep_together.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,Synset('low.n.01'),Synset('low.n.02'),Synset('low.n.03'),Synset('first_gear.n.01'),Synset('moo.v.01'),Synset('low.a.01'),Synset('low.a.02'),Synset('low.s.03'),Synset('low.s.04'),Synset('low.a.05'),Synset('abject.s.01'),Synset('humble.s.01'),Synset('depleted.s.01'),Synset('broken.s.03'),Synset('gloomy.s.02'),Synset('low.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,Synset('fortune.n.04'),Synset('luck.n.02'),Synset('luck.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Synset('lucknow.n.01'),Synset('lucknow.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,Synset('lucky.s.01'),Synset('lucky.a.02'),Synset('golden.s.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,Synset('lumberman.n.01'),Synset('lumberjack.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,Synset('lunch.n.01'),Synset('lunch.v.01'),Synset('lunch.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,Synset('lunch.n.01'),Synset('lunch.v.01'),Synset('lunch.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,Synset('luster.n.01'),Synset('shininess.n.01'),Synset('luster.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,Synset('macao.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,Synset('machine.n.01'),Synset('machine.n.02'),Synset('machine.n.03'),Synset('machine.n.04'),Synset('machine.n.05'),Synset('car.n.01'),Synset('machine.v.01'),Synset('machine.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,Synset('machine.n.01'),Synset('machine.n.02'),Synset('machine.n.03'),Synset('machine.n.04'),Synset('machine.n.05'),Synset('car.n.01'),Synset('machine.v.01'),Synset('machine.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,Synset('madagascar.n.01'),Synset('madagascar.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,Synset('magic.n.01'),Synset('magic_trick.n.01'),Synset('charming.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,Synset('magic.n.01'),Synset('magic_trick.n.01'),Synset('charming.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,Synset('magic.n.01'),Synset('magic_trick.n.01'),Synset('charming.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,Synset('magic.n.01'),Synset('magic_trick.n.01'),Synset('charming.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,Synset('magician.n.01'),Synset('sorcerer.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,Synset('magician.n.01'),Synset('sorcerer.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,Synset('magnet.n.01'),Synset('attraction.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,Synset('magnet.n.01'),Synset('attraction.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,Synset('magnet.n.01'),Synset('attraction.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,Synset('magnet.n.01'),Synset('attraction.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,Synset('magnetism.n.01'),Synset('magnetism.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,Synset('magnification.n.01'),Synset('magnification.n.02'),Synset('exaggeration.n.03'),Synset('enlargement.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,Synset('maharashtra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,Synset('maharashtra.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,Synset('mail.n.01'),Synset('mail.n.02'),Synset('mail.n.03'),Synset('mail.n.04'),Synset('chain_mail.n.01'),Synset('mail.v.01'),Synset('mail.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,Synset('main.n.01'),Synset('main.n.02'),Synset('chief.s.01'),Synset('independent.a.03'),Synset('main.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,Synset('major.n.01'),Synset('major.n.02'),Synset('major.n.03'),Synset('major.n.04'),Synset('major.v.01'),Synset('major.a.01'),Synset('major.a.02'),Synset('major.a.03'),Synset('major.a.04'),Synset('major.a.05'),Synset('major.a.06'),Synset('major.a.07'),Synset('major.s.08'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,Synset('majority.n.01'),Synset('majority.n.02'),Synset('majority.n.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,Synset('brand.n.02'),Synset('shuffle.n.01'),Synset('make.v.01'),Synset('make.v.02'),Synset('make.v.03'),Synset('induce.v.02'),Synset('cause.v.01'),Synset('produce.v.02'),Synset('draw.v.04'),Synset('make.v.08'),Synset('create.v.05'),Synset('gain.v.08'),Synset('do.v.08'),Synset('form.v.02'),Synset('reach.v.07'),Synset('make.v.14'),Synset('make.v.15'),Synset('make.v.16'),Synset('construct.v.01'),Synset('make.v.18'),Synset('make.v.19'),Synset('name.v.03'),Synset('have.v.17'),Synset('reach.v.01'),Synset('lay_down.v.01'),Synset('make.v.24'),Synset('make.v.25'),Synset('hold.v.03'),Synset('make.v.27'),Synset('take.v.27'),Synset('stool.v.04'),Synset('make.v.30'),Synset('make.v.31'),Synset('make.v.32'),Synset('make.v.33'),Synset('make.v.34'),Synset('make.v.35'),Synset('make.v.36'),Synset('make.v.37'),Synset('make.v.38'),Synset('cook.v.02'),Synset('seduce.v.01'),Synset('make.v.41'),Synset('make.v.42'),Synset('make.v.43'),Synset('make.v.44'),Synset('make.v.45'),Synset('make.v.46'),Synset('make.v.47'),Synset('make.v.48'),Synset('make.v.49'),,,,,,,,,,,,,,,,,,,,,,,,
4358,Synset('brand.n.02'),Synset('shuffle.n.01'),Synset('make.v.01'),Synset('make.v.02'),Synset('make.v.03'),Synset('induce.v.02'),Synset('cause.v.01'),Synset('produce.v.02'),Synset('draw.v.04'),Synset('make.v.08'),Synset('create.v.05'),Synset('gain.v.08'),Synset('do.v.08'),Synset('form.v.02'),Synset('reach.v.07'),Synset('make.v.14'),Synset('make.v.15'),Synset('make.v.16'),Synset('construct.v.01'),Synset('make.v.18'),Synset('make.v.19'),Synset('name.v.03'),Synset('have.v.17'),Synset('reach.v.01'),Synset('lay_down.v.01'),Synset('make.v.24'),Synset('make.v.25'),Synset('hold.v.03'),Synset('make.v.27'),Synset('take.v.27'),Synset('stool.v.04'),Synset('make.v.30'),Synset('make.v.31'),Synset('make.v.32'),Synset('make.v.33'),Synset('make.v.34'),Synset('make.v.35'),Synset('make.v.36'),Synset('make.v.37'),Synset('make.v.38'),Synset('cook.v.02'),Synset('seduce.v.01'),Synset('make.v.41'),Synset('make.v.42'),Synset('make.v.43'),Synset('make.v.44'),Synset('make.v.45'),Synset('make.v.46'),Synset('make.v.47'),Synset('make.v.48'),Synset('make.v.49'),,,,,,,,,,,,,,,,,,,,,,,,
4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,Synset('malawi.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
